timestamp,userDirection,probBetween,probAway,beaconDataJson
2025-10-29T15:03:53.780514,0.0,0.48711265958136024,0.022103880235656046,{IW25030975: [[2025-10-29T15:03:40.142316, -92], [2025-10-29T15:03:41.641980, -93], [2025-10-29T15:03:42.556810, -96], [2025-10-29T15:03:47.589446, -100], [2025-10-29T15:03:48.806170, -94], [2025-10-29T15:03:49.323637, -100]], IW25030976: [[2025-10-29T15:03:40.292265, -91], [2025-10-29T15:03:41.279194, -93], [2025-10-29T15:03:41.729986, -96], [2025-10-29T15:03:42.657609, -96], [2025-10-29T15:03:43.168113, -94], [2025-10-29T15:03:48.908564, -95], [2025-10-29T15:03:50.495635, -96]], IW25030973: [[2025-10-29T15:03:40.969888, -89], [2025-10-29T15:03:42.397954, -95], [2025-10-29T15:03:44.585968, -90], [2025-10-29T15:03:45.912026, -92], [2025-10-29T15:03:46.500422, -93], [2025-10-29T15:03:48.128909, -93], [2025-10-29T15:03:48.581211, -95], [2025-10-29T15:03:50.197181, -97], [2025-10-29T15:03:51.956988, -92], [2025-10-29T15:03:53.090906, -93]], IW25030974: [[2025-10-29T15:03:41.599878, -97], [2025-10-29T15:03:43.417077, -91], [2025-10-29T15:03:44.588239, -92], [2025-10-29T15:03:45.956986, -85], [2025-10-29T15:03:46.557222, -94], [2025-10-29T15:03:47.379516, -92], [2025-10-29T15:03:48.130130, -88], [2025-10-29T15:03:49.716369, -90], [2025-10-29T15:03:50.845950, -88]]}2025-10-29T15:04:05.289483,FEEDBACK,true
2025-10-29T15:04:52.182539,0.0,0.21007018223568505,0.04450857234306954,{IW25030974: [[2025-10-29T15:04:46.365413, -86], [2025-10-29T15:04:46.898230, -91], [2025-10-29T15:04:48.883124, -94], [2025-10-29T15:04:50.914237, -89], [2025-10-29T15:04:51.938548, -90]], IW25030973: [[2025-10-29T15:04:47.121399, -95], [2025-10-29T15:04:47.647859, -88], [2025-10-29T15:04:48.179396, -87], [2025-10-29T15:04:49.639479, -93], [2025-10-29T15:04:50.129812, -96], [2025-10-29T15:04:50.614435, -83], [2025-10-29T15:04:51.633785, -92]], IW25030975: [[2025-10-29T15:04:47.190211, -99]]}2025-10-29T15:04:54.299703,FEEDBACK,true
2025-10-29T15:10:52.804433,"{IW25030973: [[2025-10-29T15:10:38.440052, -91], [2025-10-29T15:10:39.465314, -76], [2025-10-29T15:10:39.833964, -83], [2025-10-29T15:10:40.666458, -84], [2025-10-29T15:10:41.124318, -84]], IW25030975: [[2025-10-29T15:10:38.839226, -93], [2025-10-29T15:10:40.610733, -92], [2025-10-29T15:10:41.599747, -94], [2025-10-29T15:10:42.587755, -92]], IW25030976: [[2025-10-29T15:10:39.295251, -90], [2025-10-29T15:10:39.683613, -96], [2025-10-29T15:10:41.474353, -102], [2025-10-29T15:10:42.484069, -98]], IW25030974: [[2025-10-29T15:10:39.510027, -83], [2025-10-29T15:10:39.917743, -81], [2025-10-29T15:10:40.372595, -83], [2025-10-29T15:10:40.701179, -80], [2025-10-29T15:10:41.203378, -84], [2025-10-29T15:10:42.218278, -80], [2025-10-29T15:10:42.730265, -82], [2025-10-29T15:10:43.886765, -83], [2025-10-29T15:10:44.475561, -82]]}",0.0,0.08546292422256105,0.11980635856599539,true
